pos	word	ratio*10000	covered*100
4299	austrian	0.21	83.62
4300	expert	0.21	83.62
4301	mp	0.21	83.62
4302	thompson	0.21	83.62
4303	findings	0.21	83.62
4304	convinced	0.21	83.63
4305	progressive	0.21	83.63
4306	robin	0.20	83.63
4307	surviving	0.20	83.63
4308	malaysia	0.20	83.63
4309	crimes	0.20	83.64
4310	1924	0.20	83.64
4311	participants	0.20	83.64
4312	interface	0.20	83.64
4313	lucky	0.20	83.64
4314	axis	0.20	83.65
4315	franklin	0.20	83.65
4316	wise	0.20	83.65
4317	wealth	0.20	83.65
4318	transformation	0.20	83.65
4319	involvement	0.20	83.66
4320	notion	0.20	83.66
4321	graham	0.20	83.66
4322	predicted	0.20	83.66
4323	summit	0.20	83.66
4324	1927	0.20	83.67
4325	laser	0.20	83.67
4326	oak	0.20	83.67
4327	las	0.20	83.67
4328	restricted	0.20	83.67
4329	norman	0.20	83.68
4330	55	0.20	83.68
4331	powered	0.20	83.68
4332	competitions	0.20	83.68
4333	drums	0.20	83.68
4334	montreal	0.20	83.69
4335	encouraged	0.20	83.69
4336	producers	0.20	83.69
4337	fantasy	0.20	83.69
4338	symmetric	0.20	83.69
4339	companion	0.20	83.70
4340	disney	0.20	83.70
4341	shield	0.20	83.70
4342	1931	0.20	83.70
4343	lift	0.20	83.71
4344	atlanta	0.20	83.71
4345	1915	0.20	83.71
4346	donald	0.20	83.71
4347	witness	0.20	83.71
4348	surfaces	0.20	83.72
4349	illustrated	0.20	83.72
4350	pride	0.20	83.72
4351	fled	0.20	83.72
4352	ta	0.20	83.72
4353	ruling	0.20	83.73
4354	collapse	0.20	83.73
4355	machines	0.20	83.73
4356	apple	0.20	83.73
4357	rounds	0.20	83.73
4358	identical	0.20	83.74
4359	peoples	0.20	83.74
4360	bent	0.20	83.74
4361	endemic	0.20	83.74
4362	forgotten	0.20	83.74
4363	bounds	0.20	83.75
4364	customers	0.20	83.75
4365	ross	0.20	83.75
4366	defeating	0.20	83.75
4367	diamond	0.20	83.75
4368	permission	0.20	83.76
4369	abroad	0.20	83.76
4370	animated	0.20	83.76
4371	happens	0.20	83.76
4372	recognize	0.20	83.76
4373	delay	0.20	83.77
4374	widespread	0.20	83.77
4375	1916	0.20	83.77
4376	broadway	0.20	83.77
4377	valuable	0.20	83.77
4378	automatically	0.20	83.78
4379	eliminated	0.20	83.78
4380	dallas	0.20	83.78
4381	tribes	0.20	83.78
4382	citizen	0.20	83.78
4383	indians	0.20	83.79
4384	curves	0.20	83.79
4385	significance	0.20	83.79
4386	texts	0.20	83.79
4387	representations	0.20	83.79
4388	naked	0.20	83.80
4389	portugal	0.20	83.80
4390	austin	0.20	83.80
4391	elder	0.20	83.80
4392	acoustic	0.20	83.80
4393	welsh	0.20	83.81
4394	rarely	0.20	83.81
4395	provinces	0.20	83.81
4396	shoes	0.20	83.81
4397	diverse	0.20	83.81
4398	1925	0.20	83.82
4399	admiral	0.20	83.82
4400	parent	0.20	83.82
4401	kick	0.20	83.82
4402	dvd	0.20	83.82
4403	pole	0.20	83.83
4404	ceiling	0.20	83.83
4405	guardian	0.20	83.83
4406	borders	0.20	83.83
4407	ladies	0.20	83.83
4408	democracy	0.20	83.84
4409	declined	0.20	83.84
4410	grin	0.20	83.84
4411	creature	0.20	83.84
4412	revival	0.20	83.84
4413	guests	0.20	83.85
4414	delivery	0.20	83.85
4415	modeling	0.20	83.85
4416	frequent	0.20	83.85
4417	knee	0.20	83.85
4418	enforcement	0.20	83.86
4419	bears	0.20	83.86
4420	cheeks	0.20	83.86
4421	decline	0.20	83.86
4422	liverpool	0.20	83.86
4423	merchant	0.20	83.87
4424	noble	0.20	83.87
4425	assume	0.20	83.87
4426	discrete	0.20	83.87
4427	print	0.20	83.87
4428	dozen	0.20	83.88
4429	deaths	0.20	83.88
4430	milk	0.20	83.88
4431	tend	0.20	83.88
4432	fate	0.20	83.88
4433	assisted	0.20	83.89
4434	archive	0.20	83.89
4435	terrible	0.20	83.89
4436	cooper	0.20	83.89
4437	friendship	0.20	83.89
4438	forehead	0.20	83.90
4439	adventure	0.20	83.90
4440	scholarship	0.20	83.90
4441	hi	0.20	83.90
4442	1923	0.20	83.90
4443	photography	0.20	83.90
4444	rival	0.20	83.91
4445	properly	0.20	83.91
4446	baltimore	0.20	83.91
4447	claiming	0.20	83.91
4448	triple	0.20	83.91
4449	establishing	0.20	83.92
4450	carlos	0.20	83.92
4451	farmers	0.20	83.92
4452	wildlife	0.20	83.92
4453	belong	0.20	83.92
4454	males	0.20	83.93
4455	wound	0.20	83.93
4456	nicholas	0.20	83.93
4457	prayer	0.20	83.93
4458	absolutely	0.20	83.93
4459	harder	0.20	83.94
4460	flower	0.20	83.94
4461	searching	0.20	83.94
4462	stewart	0.20	83.94
4463	hiding	0.20	83.94
4464	moth	0.20	83.95
4465	lasted	0.20	83.95
4466	adams	0.20	83.95
4467	thereby	0.20	83.95
4468	campbell	0.20	83.95
4469	allies	0.20	83.96
4470	conversion	0.20	83.96
4471	ion	0.20	83.96
4472	prediction	0.20	83.96
4473	1926	0.20	83.96
4474	biography	0.20	83.97
4475	65	0.20	83.97
4476	andy	0.20	83.97
4477	achievement	0.20	83.97
4478	assessment	0.20	83.97
4479	whenever	0.20	83.98
4480	lakes	0.20	83.98
4481	cleveland	0.19	83.98
4482	meters	0.19	83.98
4483	stick	0.19	83.98
4484	challenging	0.19	83.99
4485	monster	0.19	83.99
4486	ty	0.19	83.99
4487	pushing	0.19	83.99
4488	analyze	0.19	83.99
4489	identification	0.19	84.00
4490	nelson	0.19	84.00
4491	volumes	0.19	84.00
4492	secured	0.19	84.00
4493	egyptian	0.19	84.00
4494	payment	0.19	84.00
4495	determination	0.19	84.01
4496	funny	0.19	84.01
4497	holiday	0.19	84.01
4498	photographs	0.19	84.01
4499	respective	0.19	84.01
4500	shares	0.19	84.02
4501	44	0.19	84.02
4502	colored	0.19	84.02
4503	tension	0.19	84.02
4504	defend	0.19	84.02
4505	purple	0.19	84.03
4506	eggs	0.19	84.03
4507	64	0.19	84.03
4508	advertising	0.19	84.03
4509	lowest	0.19	84.03
4510	te	0.19	84.04
4511	helps	0.19	84.04
4512	forcing	0.19	84.04
4513	49	0.19	84.04
4514	taiwan	0.19	84.04
4515	neutral	0.19	84.05
4516	consideration	0.19	84.05
4517	drivers	0.19	84.05
4518	soundtrack	0.19	84.05
4519	debt	0.19	84.05
4520	diameter	0.19	84.05
4521	sculpture	0.19	84.06
4522	trace	0.19	84.06
4523	occasions	0.19	84.06
4524	punishment	0.19	84.06
4525	robust	0.19	84.06
4526	happening	0.19	84.07
4527	mac	0.19	84.07
4528	clouds	0.19	84.07
4529	ceased	0.19	84.07
4530	scientist	0.19	84.07
4531	binding	0.19	84.08
4532	stochastic	0.19	84.08
4533	habitat	0.19	84.08
4534	blade	0.19	84.08
4535	exit	0.19	84.08
4536	victim	0.19	84.09
4537	suspected	0.19	84.09
4538	scared	0.19	84.09
4539	kent	0.19	84.09
4540	confusion	0.19	84.09
4541	managing	0.19	84.10
4542	pitch	0.19	84.10
4543	worship	0.19	84.10
4544	abc	0.19	84.10
4545	arkansas	0.19	84.10
4546	oblast	0.19	84.10
4547	thrown	0.19	84.11
4548	judicial	0.19	84.11
4549	affair	0.19	84.11
4550	ministers	0.19	84.11
4551	disorder	0.19	84.11
4552	civilian	0.19	84.12
4553	activist	0.19	84.12
4554	nobody	0.19	84.12
4555	1890	0.19	84.12
4556	voiced	0.19	84.12
4557	shouted	0.19	84.13
4558	47	0.19	84.13
4559	enhanced	0.19	84.13
4560	robinson	0.19	84.13
4561	fictional	0.19	84.13
4562	annually	0.19	84.14
4563	hybrid	0.19	84.14
4564	filmed	0.19	84.14
4565	reporter	0.19	84.14
4566	supporters	0.19	84.14
4567	passion	0.19	84.14
4568	grows	0.19	84.15
4569	elsewhere	0.19	84.15
4570	continental	0.19	84.15
4571	ninth	0.19	84.15
4572	select	0.19	84.15
4573	graduating	0.19	84.16
4574	600	0.19	84.16
4575	contrary	0.19	84.16
4576	devoted	0.19	84.16
4577	convergence	0.19	84.16
4578	signing	0.19	84.17
4579	gary	0.19	84.17
4580	protocol	0.19	84.17
4581	predictions	0.19	84.17
4582	estimation	0.19	84.17
4583	phases	0.19	84.18
4584	rio	0.19	84.18
4585	ignored	0.19	84.18
4586	cotton	0.19	84.18
4587	breakfast	0.19	84.18
4588	arabic	0.19	84.18
4589	ethan	0.19	84.19
4590	codes	0.19	84.19
4591	dense	0.19	84.19
4592	logic	0.19	84.19
4593	shake	0.19	84.19
4594	39	0.19	84.20
4595	upset	0.19	84.20
4596	dismissed	0.19	84.20
4597	facts	0.19	84.20
4598	1913	0.19	84.20
4599	monte	0.19	84.21
4600	compound	0.19	84.21
4601	indicating	0.19	84.21
4602	alcohol	0.19	84.21
4603	siege	0.19	84.21
4604	integration	0.19	84.21
4605	1911	0.19	84.22
4606	wright	0.19	84.22
4607	pace	0.19	84.22
4608	thereafter	0.19	84.22
4609	genetic	0.19	84.22
4610	sing	0.19	84.23
4611	longest	0.19	84.23
4612	regulation	0.19	84.23
4613	imaging	0.19	84.23
4614	bangladesh	0.19	84.23
4615	archives	0.19	84.24
4616	harbor	0.19	84.24
4617	consequences	0.19	84.24
4618	funeral	0.19	84.24
4619	hated	0.19	84.24
4620	mechanisms	0.19	84.24
4621	grinned	0.19	84.25
4622	devil	0.19	84.25
4623	displayed	0.19	84.25
4624	autonomous	0.19	84.25
4625	alfred	0.19	84.25
4626	dealing	0.19	84.26
4627	deeper	0.19	84.26
4628	reply	0.19	84.26
4629	41	0.19	84.26
4630	emily	0.19	84.26
4631	protests	0.19	84.27
4632	mistake	0.19	84.27
4633	stanley	0.19	84.27
4634	exclusive	0.19	84.27
4635	youngest	0.19	84.27
4636	detective	0.19	84.27
4637	es	0.19	84.28
4638	sole	0.19	84.28
4639	birmingham	0.19	84.28
4640	fu	0.19	84.28
4641	nights	0.19	84.28
4642	52	0.19	84.29
4643	sessions	0.19	84.29
4644	ongoing	0.19	84.29
4645	photon	0.19	84.29
4646	friday	0.19	84.29
4647	ep	0.19	84.30
4648	withdrew	0.19	84.30
4649	vertical	0.19	84.30
4650	keys	0.19	84.30
4651	vs	0.19	84.30
4652	erected	0.19	84.30
4653	tag	0.19	84.31
4654	minority	0.19	84.31
4655	muttered	0.19	84.31
4656	publisher	0.19	84.31
4657	datasets	0.19	84.31
4658	errors	0.19	84.32
4659	merger	0.19	84.32
4660	cabin	0.19	84.32
4661	mystery	0.19	84.32
4662	sheet	0.19	84.32
4663	treat	0.19	84.33
4664	winds	0.19	84.33
4665	load	0.19	84.33
4666	emotional	0.19	84.33
4667	fuck	0.19	84.33
4668	trials	0.19	84.33
4669	connecting	0.19	84.34
4670	belongs	0.19	84.34
4671	requested	0.19	84.34
4672	pittsburgh	0.19	84.34
4673	leaf	0.19	84.34
4674	bow	0.18	84.35
4675	addressed	0.18	84.35
4676	commented	0.18	84.35
4677	warren	0.18	84.35
4678	controversial	0.18	84.35
4679	cargo	0.18	84.35
4680	dick	0.18	84.36
4681	varying	0.18	84.36
4682	defending	0.18	84.36
4683	ka	0.18	84.36
4684	instrumental	0.18	84.36
4685	consequently	0.18	84.37
4686	essentially	0.18	84.37
4687	frowned	0.18	84.37
4688	benjamin	0.18	84.37
4689	submitted	0.18	84.37
4690	funded	0.18	84.38
4691	carlo	0.18	84.38
4692	afghanistan	0.18	84.38
4693	assets	0.18	84.38
4694	historically	0.18	84.38
4695	shadows	0.18	84.38
4696	latest	0.18	84.39
4697	hop	0.18	84.39
4698	writes	0.18	84.39
4699	discover	0.18	84.39
4700	females	0.18	84.39
4701	spell	0.18	84.40
4702	acquisition	0.18	84.40
4703	incumbent	0.18	84.40
4704	eddie	0.18	84.40
4705	reducing	0.18	84.40
4706	genre	0.18	84.40
4707	killer	0.18	84.41
4708	burn	0.18	84.41
4709	styles	0.18	84.41
4710	answers	0.18	84.41
4711	ranging	0.18	84.41
4712	orleans	0.18	84.42
4713	aims	0.18	84.42
4714	dataset	0.18	84.42
4715	preserve	0.18	84.42
4716	circular	0.18	84.42
4717	configuration	0.18	84.42
4718	scenario	0.18	84.43
4719	sentenced	0.18	84.43
4720	entropy	0.18	84.43
4721	grip	0.18	84.43
4722	tourism	0.18	84.43
4723	fairly	0.18	84.44
4724	warriors	0.18	84.44
4725	segment	0.18	84.44
4726	traditionally	0.18	84.44
4727	baron	0.18	84.44
4728	95	0.18	84.44
4729	murray	0.18	84.45
4730	cattle	0.18	84.45
4731	extending	0.18	84.45
4732	examination	0.18	84.45
4733	bearing	0.18	84.45
4734	array	0.18	84.46
4735	foster	0.18	84.46
4736	diversity	0.18	84.46
4737	vampires	0.18	84.46
4738	fraction	0.18	84.46
4739	gospel	0.18	84.46
4740	gabriel	0.18	84.47
4741	logan	0.18	84.47
4742	focusing	0.18	84.47
4743	bars	0.18	84.47
4744	radius	0.18	84.47
4745	dramatic	0.18	84.48
4746	kinds	0.18	84.48
4747	ranks	0.18	84.48
4748	murdered	0.18	84.48
4749	attending	0.18	84.48
4750	remainder	0.18	84.48
4751	welfare	0.18	84.49
4752	stare	0.18	84.49
4753	instant	0.18	84.49
4754	parker	0.18	84.49
4755	themes	0.18	84.49
4756	shower	0.18	84.50
4757	quark	0.18	84.50
4758	temporal	0.18	84.50
4759	equally	0.18	84.50
4760	thinks	0.18	84.50
4761	wonderful	0.18	84.50
4762	permitted	0.18	84.51
4763	knocked	0.18	84.51
4764	rings	0.18	84.51
4765	mutual	0.18	84.51
4766	wider	0.18	84.51
4767	pulse	0.18	84.52
4768	emotions	0.18	84.52
4769	switch	0.18	84.52
4770	sad	0.18	84.52
4771	unfortunately	0.18	84.52
4772	youtube	0.18	84.52
4773	oliver	0.18	84.53
4774	affiliated	0.18	84.53
4775	lucas	0.18	84.53
4776	julia	0.18	84.53
4777	baker	0.18	84.53
4778	slaves	0.18	84.53
4779	ban	0.18	84.54
4780	kicked	0.18	84.54
4781	badly	0.18	84.54
4782	threshold	0.18	84.54
4783	hurricane	0.18	84.54
4784	improvements	0.18	84.55
4785	pit	0.18	84.55
4786	household	0.18	84.55
4787	demands	0.18	84.55
4788	oxygen	0.18	84.55
4789	ν	0.18	84.55
4790	250	0.18	84.56
4791	43	0.18	84.56
4792	comfortable	0.18	84.56
4793	sponsored	0.18	84.56
4794	venture	0.18	84.56
4795	preparation	0.18	84.57
4796	dawn	0.18	84.57
4797	disaster	0.18	84.57
4798	metres	0.18	84.57
4799	copper	0.18	84.57
4800	promising	0.18	84.57
4801	dispute	0.18	84.58
4802	accessible	0.18	84.58
4803	focuses	0.18	84.58
4804	relating	0.18	84.58
4805	fat	0.18	84.58
4806	archbishop	0.18	84.59
4807	phenomenon	0.18	84.59
4808	resolved	0.18	84.59
4809	placing	0.18	84.59
4810	girlfriend	0.18	84.59
4811	organic	0.18	84.59
4812	innocent	0.18	84.60
4813	tale	0.18	84.60
4814	mitchell	0.18	84.60
4815	romania	0.18	84.60
4816	persian	0.18	84.60
4817	strategies	0.18	84.60
4818	diseases	0.18	84.61
4819	desired	0.18	84.61
4820	volunteer	0.18	84.61
4821	reportedly	0.18	84.61
4822	1908	0.18	84.61
4823	prepare	0.18	84.62
4824	difficulties	0.18	84.62
4825	enable	0.18	84.62
4826	em	0.18	84.62
4827	enterprise	0.18	84.62
4828	angels	0.18	84.62
4829	va	0.18	84.63
4830	franc	0.18	84.63
4831	mediterranean	0.18	84.63
4832	uncertainty	0.18	84.63
4833	claire	0.18	84.63
4834	awareness	0.18	84.63
4835	germans	0.18	84.64
4836	vincent	0.18	84.64
4837	precision	0.18	84.64
4838	psychology	0.18	84.64
4839	doesn	0.18	84.64
4840	topics	0.18	84.65
4841	voivodeship	0.18	84.65
4842	finland	0.18	84.65
4843	targets	0.18	84.65
4844	surely	0.18	84.65
4845	attempting	0.18	84.65
4846	fitted	0.18	84.66
4847	jo	0.18	84.66
4848	morris	0.18	84.66
4849	eve	0.18	84.66
4850	colleges	0.18	84.66
4851	lab	0.18	84.66
4852	ge	0.18	84.67
4853	asleep	0.18	84.67
4854	51	0.18	84.67
4855	resort	0.18	84.67
4856	sang	0.18	84.67
4857	venue	0.18	84.68
4858	donated	0.18	84.68
4859	patent	0.18	84.68
4860	geometric	0.18	84.68
4861	signature	0.18	84.68
4862	sequences	0.18	84.68
4863	symphony	0.18	84.69
4864	helen	0.18	84.69
4865	traveling	0.18	84.69
4866	lets	0.18	84.69
4867	brooklyn	0.18	84.69
4868	options	0.18	84.69
4869	portland	0.18	84.70
4870	tech	0.17	84.70
4871	servant	0.17	84.70
4872	aspect	0.17	84.70
4873	angular	0.17	84.70
4874	jeans	0.17	84.70
4875	compute	0.17	84.71
4876	paying	0.17	84.71
4877	comfort	0.17	84.71
4878	rocky	0.17	84.71
4879	mere	0.17	84.71
4880	staying	0.17	84.72
4881	arrive	0.17	84.72
4882	overseas	0.17	84.72
4883	removal	0.17	84.72
4884	runner	0.17	84.72
4885	mixture	0.17	84.72
4886	nova	0.17	84.73
4887	1880	0.17	84.73
4888	pregnant	0.17	84.73
4889	fred	0.17	84.73
4890	concepts	0.17	84.73
4891	municipalities	0.17	84.73
4892	brings	0.17	84.74
4893	thailand	0.17	84.74
4894	pursue	0.17	84.74
4895	stops	0.17	84.74
4896	respond	0.17	84.74
4897	reasonable	0.17	84.74
4898	amazing	0.17	84.75
4899	jamie	0.17	84.75
4900	width	0.17	84.75
4901	slight	0.17	84.75
4902	exposure	0.17	84.75
4903	files	0.17	84.76
4904	schemes	0.17	84.76
4905	favour	0.17	84.76
4906	silk	0.17	84.76
4907	julian	0.17	84.76
4908	opens	0.17	84.76
4909	susan	0.17	84.77
4910	businessman	0.17	84.77
4911	examine	0.17	84.77
4912	paint	0.17	84.77
4913	deployed	0.17	84.77
4914	couch	0.17	84.77
4915	patrol	0.17	84.78
4916	reflected	0.17	84.78
4917	opponents	0.17	84.78
4918	repair	0.17	84.78
4919	doctrine	0.17	84.78
4920	hardware	0.17	84.78
4921	assumption	0.17	84.79
4922	fa	0.17	84.79
4923	islam	0.17	84.79
4924	ought	0.17	84.79
4925	prisoner	0.17	84.79
4926	environments	0.17	84.80
4927	ken	0.17	84.80
4928	deemed	0.17	84.80
4929	assuming	0.17	84.80
4930	everywhere	0.17	84.80
4931	glory	0.17	84.80
4932	corruption	0.17	84.81
4933	muscle	0.17	84.81
4934	roy	0.17	84.81
4935	ash	0.17	84.81
4936	scaling	0.17	84.81
4937	tube	0.17	84.81
4938	sean	0.17	84.82
4939	button	0.17	84.82
4940	proceedings	0.17	84.82
4941	rebellion	0.17	84.82
4942	variant	0.17	84.82
4943	fortune	0.17	84.82
4944	exclusively	0.17	84.83
4945	matching	0.17	84.83
4946	cosmic	0.17	84.83
4947	victorian	0.17	84.83
4948	diffusion	0.17	84.83
4949	breast	0.17	84.83
4950	reporting	0.17	84.84
4951	eu	0.17	84.84
4952	horizon	0.17	84.84
4953	rushed	0.17	84.84
4954	lowered	0.17	84.84
4955	literally	0.17	84.85
4956	1905	0.17	84.85
4957	quasi	0.17	84.85
4958	archaeological	0.17	84.85
4959	wu	0.17	84.85
4960	tables	0.17	84.85
4961	catherine	0.17	84.86
4962	proud	0.17	84.86
4963	reviewed	0.17	84.86
4964	plasma	0.17	84.86
4965	charts	0.17	84.86
4966	lunch	0.17	84.86
4967	grid	0.17	84.87
4968	throwing	0.17	84.87
4969	custom	0.17	84.87
4970	package	0.17	84.87
4971	scores	0.17	84.87
4972	believes	0.17	84.87
4973	mechanics	0.17	84.88
4974	46	0.17	84.88
4975	privacy	0.17	84.88
4976	sized	0.17	84.88
4977	mall	0.17	84.88
4978	muscles	0.17	84.88
4979	origins	0.17	84.89
4980	mate	0.17	84.89
4981	xi	0.17	84.89
4982	forum	0.17	84.89
4983	extends	0.17	84.89
4984	muhammad	0.17	84.89
4985	declaration	0.17	84.90
4986	opponent	0.17	84.90
4987	elevation	0.17	84.90
4988	crucial	0.17	84.90
4989	trapped	0.17	84.90
4990	athletics	0.17	84.90
4991	instantly	0.17	84.91
4992	bridges	0.17	84.91
4993	oriented	0.17	84.91
4994	narrative	0.17	84.91
4995	jan	0.17	84.91
4996	provision	0.17	84.91
4997	decides	0.17	84.92
4998	utah	0.17	84.92
4999	situations	0.17	84.92
5000	advisory	0.17	84.92
5001	mines	0.17	84.92
5002	recover	0.17	84.93
5003	satisfied	0.17	84.93
5004	intellectual	0.17	84.93
5005	distinction	0.17	84.93
5006	polynomial	0.17	84.93
5007	neutron	0.17	84.93
5008	demolished	0.17	84.94
5009	medals	0.17	84.94
5010	infrared	0.17	84.94
5011	nurse	0.17	84.94
5012	richmond	0.17	84.94
5013	organised	0.17	84.94
5014	railways	0.17	84.95
5015	leaning	0.17	84.95
5016	photos	0.17	84.95
5017	detect	0.17	84.95
5018	spider	0.17	84.95
5019	interference	0.17	84.95
5020	valid	0.17	84.96
5021	yours	0.17	84.96
5022	gathering	0.17	84.96
5023	scattered	0.17	84.96
5024	prices	0.17	84.96
5025	rick	0.17	84.96
5026	phi	0.17	84.97
5027	systematic	0.17	84.97
5028	sheriff	0.17	84.97
5029	licensed	0.17	84.97
5030	sigh	0.17	84.97
5031	energies	0.17	84.97
5032	serbian	0.17	84.98
5033	eagle	0.17	84.98
5034	explains	0.17	84.98
5035	wondering	0.17	84.98
5036	wayne	0.17	84.98
5037	explicitly	0.17	84.98
5038	jay	0.17	84.99
5039	hampshire	0.17	84.99
5040	barbara	0.17	84.99
5041	regardless	0.17	84.99
5042	monitoring	0.17	84.99
5043	creatures	0.17	84.99
5044	traditions	0.17	85.00
5045	interrupted	0.17	85.00
5046	struggled	0.17	85.00
5047	bench	0.17	85.00
5048	nigeria	0.17	85.00
5049	scent	0.17	85.00
5050	bloody	0.17	85.01
5051	manor	0.17	85.01
5052	harm	0.17	85.01
5053	pants	0.17	85.01
5054	karl	0.17	85.01
5055	worker	0.17	85.01
5056	panic	0.17	85.02
5057	initiated	0.17	85.02
5058	barry	0.17	85.02
5059	1906	0.17	85.02
5060	neutrino	0.17	85.02
5061	examined	0.17	85.02
5062	harrison	0.17	85.03
5063	bath	0.17	85.03
5064	wire	0.17	85.03
5065	marcus	0.17	85.03
5066	bread	0.17	85.03
5067	emerging	0.17	85.03
5068	sergeant	0.17	85.04
5069	jacket	0.17	85.04
5070	negotiations	0.17	85.04
5071	ph	0.17	85.04
5072	sixteen	0.17	85.04
5073	bid	0.17	85.04
5074	voters	0.17	85.05
5075	timber	0.17	85.05
5076	stretched	0.17	85.05
5077	climbed	0.17	85.05
5078	1907	0.17	85.05
5079	pleased	0.17	85.05
5080	emphasis	0.17	85.06
5081	mask	0.17	85.06
5082	releases	0.17	85.06
5083	rico	0.17	85.06
5084	potentially	0.17	85.06
5085	poverty	0.17	85.06
5086	evans	0.17	85.07
5087	restrictions	0.17	85.07
5088	virus	0.17	85.07
5089	rhythm	0.17	85.07
5090	hull	0.17	85.07
5091	convicted	0.17	85.07
5092	thirteen	0.17	85.08
5093	duo	0.17	85.08
5094	orbital	0.17	85.08
5095	posted	0.17	85.08
5096	wealthy	0.17	85.08
5097	credits	0.17	85.08
5098	flood	0.17	85.09
5099	sultan	0.17	85.09
5100	gradient	0.17	85.09
5101	telephone	0.17	85.09
5102	vacuum	0.17	85.09
5103	luck	0.17	85.09
5104	ra	0.17	85.10
5105	caribbean	0.17	85.10
5106	google	0.17	85.10
5107	gaussian	0.17	85.10
5108	glasgow	0.17	85.10
5109	compilation	0.17	85.10
5110	wells	0.16	85.11
5111	therapy	0.16	85.11
5112	1870	0.16	85.11
5113	settle	0.16	85.11
5114	ties	0.16	85.11
5115	diplomatic	0.16	85.11
5116	periodic	0.16	85.12
5117	fluctuations	0.16	85.12
5118	recalled	0.16	85.12
5119	animation	0.16	85.12
5120	guinea	0.16	85.12
5121	explosion	0.16	85.12
5122	dirty	0.16	85.13
5123	submarine	0.16	85.13
5124	pointing	0.16	85.13
5125	accordance	0.16	85.13
5126	concerts	0.16	85.13
5127	settlers	0.16	85.13
5128	suffer	0.16	85.14
5129	vary	0.16	85.14
5130	imposed	0.16	85.14
5131	arrangements	0.16	85.14
5132	arriving	0.16	85.14
5133	amounts	0.16	85.14
5134	unity	0.16	85.15
5135	insisted	0.16	85.15
5136	territorial	0.16	85.15
5137	philippine	0.16	85.15
5138	usage	0.16	85.15
5139	comment	0.16	85.15
5140	il	0.16	85.15
5141	connect	0.16	85.16
5142	taxes	0.16	85.16
5143	seth	0.16	85.16
5144	figured	0.16	85.16
5145	applying	0.16	85.16
5146	tensor	0.16	85.16
5147	necessarily	0.16	85.17
5148	danny	0.16	85.17
5149	atoms	0.16	85.17
5150	romanian	0.16	85.17
5151	preservation	0.16	85.17
5152	beast	0.16	85.17
5153	delhi	0.16	85.18
5154	madrid	0.16	85.18
5155	chancellor	0.16	85.18
5156	consumption	0.16	85.18
5157	corridor	0.16	85.18
5158	violation	0.16	85.18
5159	static	0.16	85.19
5160	honest	0.16	85.19
5161	criteria	0.16	85.19
5162	reverse	0.16	85.19
5163	fed	0.16	85.19
5164	procedures	0.16	85.19
5165	gentle	0.16	85.20
5166	contracts	0.16	85.20
5167	1909	0.16	85.20
5168	fail	0.16	85.20
5169	wouldnt	0.16	85.20
5170	settlements	0.16	85.20
5171	jerry	0.16	85.21
5172	doctors	0.16	85.21
5173	belgian	0.16	85.21
5174	jail	0.16	85.21
5175	departments	0.16	85.21
5176	calculate	0.16	85.21
5177	tenure	0.16	85.22
5178	lion	0.16	85.22
5179	serbia	0.16	85.22
5180	mood	0.16	85.22
5181	grandmother	0.16	85.22
5182	tribute	0.16	85.22
5183	monthly	0.16	85.22
5184	blake	0.16	85.23
5185	filming	0.16	85.23
5186	manhattan	0.16	85.23
5187	hudson	0.16	85.23
5188	contested	0.16	85.23
5189	contribute	0.16	85.23
5190	warrior	0.16	85.24
5191	spots	0.16	85.24
5192	phoenix	0.16	85.24
5193	illness	0.16	85.24
5194	warner	0.16	85.24
5195	ultimate	0.16	85.24
5196	attitude	0.16	85.25
5197	telescope	0.16	85.25
5198	ibn	0.16	85.25
5199	iranian	0.16	85.25
5200	maritime	0.16	85.25
5201	promoting	0.16	85.25
5202	volunteers	0.16	85.26
5203	seized	0.16	85.26
5204	suggesting	0.16	85.26
5205	referring	0.16	85.26
5206	folded	0.16	85.26
5207	madison	0.16	85.26
5208	800	0.16	85.27
5209	chile	0.16	85.27
5210	hydrogen	0.16	85.27
5211	radical	0.16	85.27
5212	priests	0.16	85.27
5213	hebrew	0.16	85.27
5214	lanka	0.16	85.27
5215	references	0.16	85.28
5216	decorated	0.16	85.28
5217	survival	0.16	85.28
5218	messages	0.16	85.28
5219	villa	0.16	85.28
5220	consumer	0.16	85.28
5221	rays	0.16	85.29
5222	biology	0.16	85.29
5223	checked	0.16	85.29
5224	radar	0.16	85.29
5225	athletes	0.16	85.29
5226	bull	0.16	85.29
5227	immigration	0.16	85.30
5228	instruction	0.16	85.30
5229	ease	0.16	85.30
5230	josh	0.16	85.30
5231	deliver	0.16	85.30
5232	yorkshire	0.16	85.30
5233	choir	0.16	85.31
5234	cream	0.16	85.31
5235	servants	0.16	85.31
5236	precise	0.16	85.31
5237	touring	0.16	85.31
5238	bet	0.16	85.31
5239	retail	0.16	85.32
5240	andre	0.16	85.32
5241	elite	0.16	85.32
5242	pioneer	0.16	85.32
5243	inspiration	0.16	85.32
5244	85	0.16	85.32
5245	controls	0.16	85.32
5246	breaks	0.16	85.33
5247	honey	0.16	85.33
5248	reception	0.16	85.33
5249	statute	0.16	85.33
5250	writings	0.16	85.33
5251	christians	0.16	85.33
5252	fighters	0.16	85.34
5253	yield	0.16	85.34
5254	vancouver	0.16	85.34
